userid,gender,age,occupation,zipcode,age_desc,occ_desc
4915,M,25,12,91423,25-34,programmer
4916,M,18,20,85054,18-24,writer
4917,M,45,0,27312,45-49,other or not specified
4918,F,18,12,84107,18-24,programmer
4919,M,18,0,84058,18-24,other or not specified
4920,M,35,1,2144,35-44,academic/educator
4921,F,25,15,92507,25-34,scientist
4922,M,18,17,98121,18-24,technician/engineer
4923,M,45,18,99826,45-49,tradesman/craftsman
4924,F,35,0,99801,35-44,other or not specified
4925,F,35,6,55401,35-44,doctor/health care
4926,M,1,10,55616,Under 18,K-12 student
4927,M,45,0,97520,45-49,other or not specified
4928,F,25,3,92103,25-34,clerical/admin
4929,M,45,1,63105,45-49,academic/educator
4930,M,50,17,63033,50-55,technician/engineer
4931,M,50,17,90031,50-55,technician/engineer
4932,M,25,7,63303,25-34,executive/managerial
4933,M,25,15,94040,25-34,scientist
4934,F,25,0,55108,25-34,other or not specified
4935,M,35,17,62958,35-44,technician/engineer
4936,F,18,4,63144,18-24,college/grad student
4937,M,35,0,2108,35-44,other or not specified
4938,F,18,4,55406,18-24,college/grad student
4939,M,25,7,63105,25-34,executive/managerial
4940,F,50,11,94102,50-55,lawyer
4941,M,56,20,44281,56+,writer
4942,M,45,12,40515,45-49,programmer
4943,F,50,0,55401,50-55,other or not specified
4944,M,50,17,14568,50-55,technician/engineer
4945,M,50,0,62234,50-55,other or not specified
4946,F,35,1,91106,35-44,academic/educator
4947,M,35,17,90035,35-44,technician/engineer
4948,M,45,2,94618,45-49,artist
4949,M,18,4,55104,18-24,college/grad student
4950,M,25,16,55421,25-34,self-employed
4951,F,35,17,90291,35-44,technician/engineer
4952,F,25,14,48067,25-34,sales/marketing
4953,M,35,12,55082,35-44,programmer
4954,M,45,0,92679,45-49,other or not specified
4955,M,56,13,55804,56+,retired
4956,M,35,15,77007,35-44,scientist
4957,M,25,2,48197,25-34,artist
4958,M,18,7,55403,18-24,executive/managerial
4959,M,25,17,23454,25-34,technician/engineer
4960,M,56,1,55116,56+,academic/educator
4961,M,25,7,46220,25-34,executive/managerial
4962,M,25,6,55439,25-34,doctor/health care
4963,M,45,17,94931,45-49,technician/engineer
4964,M,35,0,94110,35-44,other or not specified
4965,M,1,10,63123-1507,Under 18,K-12 student
4966,M,50,14,55407,50-55,sales/marketing
4967,M,18,4,94708,18-24,college/grad student
4968,F,50,20,95404,50-55,writer
4969,M,18,19,94111,18-24,unemployed
4970,F,25,12,94526,25-34,programmer
4971,M,35,7,94086,35-44,executive/managerial
4972,M,35,0,95118,35-44,other or not specified
4973,F,56,2,949702,56+,artist
4974,M,35,20,94131,35-44,writer
4975,M,35,0,90065,35-44,other or not specified
4976,M,25,11,65775,25-34,lawyer
4977,M,25,4,92507,25-34,college/grad student
4978,M,35,14,68108,35-44,sales/marketing
4979,M,35,2,55423,35-44,artist
4980,M,25,1,55403,25-34,academic/educator
4981,M,50,1,55406,50-55,academic/educator
4982,M,25,12,63043,25-34,programmer
4983,F,45,16,55116,45-49,self-employed
4984,M,35,0,55405,35-44,other or not specified
4985,M,35,0,29063,35-44,other or not specified
4986,M,18,12,55401,18-24,programmer
4987,F,56,8,90210,56+,farmer
4988,M,25,17,55105,25-34,technician/engineer
4989,M,25,0,55121,25-34,other or not specified
4990,F,25,4,55407,25-34,college/grad student
4991,F,56,14,91791,56+,sales/marketing
4992,F,25,2,55106,25-34,artist
4993,M,45,17,54022,45-49,technician/engineer
4994,M,45,17,56001,45-49,technician/engineer
4995,M,50,20,55419,50-55,writer
4996,M,35,7,94550,35-44,executive/managerial
4997,M,1,10,90210,Under 18,K-12 student
4998,F,18,4,48433,18-24,college/grad student
4999,F,56,13,92407,56+,retired
5000,M,25,4,46254,25-34,college/grad student
5001,F,25,2,63119,25-34,artist
5002,M,25,17,90505,25-34,technician/engineer
5003,M,35,12,49508,35-44,programmer
5004,F,56,1,90402,56+,academic/educator
5005,M,45,16,92807,45-49,self-employed
5006,M,35,3,48827,35-44,clerical/admin
5007,F,18,4,91030,18-24,college/grad student
5008,M,25,20,60615,25-34,writer
5009,F,45,16,65441,45-49,self-employed
5010,M,45,15,63119,45-49,scientist
5011,M,18,4,64154,18-24,college/grad student
5012,M,50,15,48103,50-55,scientist
5013,M,18,4,26241,18-24,college/grad student
5014,M,45,0,92626,45-49,other or not specified
5015,M,35,6,92672,35-44,doctor/health care
5016,F,35,1,89447,35-44,academic/educator
5017,M,35,12,91104,35-44,programmer
5018,F,56,12,90290,56+,programmer
5019,M,25,7,10025,25-34,executive/managerial
5020,F,56,13,90241,56+,retired
5021,M,50,6,90504,50-55,doctor/health care
5022,M,35,7,91001,35-44,executive/managerial
5023,M,35,20,91505,35-44,writer
5024,F,45,1,14618,45-49,academic/educator
5025,M,25,20,60615,25-34,writer
5026,M,25,17,92584,25-34,technician/engineer
5027,F,25,14,5345,25-34,sales/marketing
5028,M,25,12,92404,25-34,programmer
5029,M,25,4,70115,25-34,college/grad student
5030,M,18,1,70006,18-24,academic/educator
5031,F,25,4,89431,25-34,college/grad student
5032,M,18,17,2139,18-24,technician/engineer
5033,F,56,13,60506,56+,retired
5034,F,25,15,62901,25-34,scientist
5035,F,25,17,19810,25-34,technician/engineer
5036,M,35,7,14850,35-44,executive/managerial
5037,M,35,12,11375,35-44,programmer
5038,M,25,20,10010,25-34,writer
5039,F,35,4,97068,35-44,college/grad student
5040,M,45,12,44312,45-49,programmer
5041,F,45,6,60031,45-49,doctor/health care
5042,F,18,2,55408,18-24,artist
5043,F,18,6,92145,18-24,doctor/health care
5044,F,35,6,23507,35-44,doctor/health care
5045,M,35,0,43081,35-44,other or not specified
5046,M,25,16,60614,25-34,self-employed
5047,M,45,6,23452,45-49,doctor/health care
5048,F,35,7,30350,35-44,executive/managerial
5049,M,25,12,60613,25-34,programmer
5050,F,18,4,11024,18-24,college/grad student
5051,F,50,7,11771,50-55,executive/managerial
5052,M,35,16,2536,35-44,self-employed
5053,M,25,4,84111,25-34,college/grad student
5054,M,35,2,20818,35-44,artist
5055,F,35,16,97330,35-44,self-employed
5056,M,45,1,16673,45-49,academic/educator
5057,M,50,7,84093,50-55,executive/managerial
5058,M,56,17,84121,56+,technician/engineer
5059,M,45,16,22652,45-49,self-employed
5060,M,45,17,84109-2001,45-49,technician/engineer
5061,F,18,19,5070,18-24,unemployed
5062,M,50,16,65401,50-55,self-employed
5063,F,1,10,22801,Under 18,K-12 student
5064,M,18,4,43215,18-24,college/grad student
5065,M,25,14,28715,25-34,sales/marketing
5066,F,25,1,23603,25-34,academic/educator
5067,M,56,13,97520,56+,retired
5068,M,35,7,19004,35-44,executive/managerial
5069,F,56,0,95062,56+,other or not specified
5070,M,25,2,55344,25-34,artist
5071,F,25,7,75093,25-34,executive/managerial
5072,M,45,17,97330,45-49,technician/engineer
5073,M,56,2,93950,56+,artist
5074,M,1,0,20132,Under 18,other or not specified
5075,M,50,6,97470,50-55,doctor/health care
5076,M,25,3,19147,25-34,clerical/admin
5077,M,25,2,20037,25-34,artist
5078,M,45,7,19067,45-49,executive/managerial
5079,M,25,4,70003,25-34,college/grad student
5080,F,50,12,95472,50-55,programmer
5081,F,18,4,19102,18-24,college/grad student
5082,M,35,1,23185,35-44,academic/educator
5083,M,25,4,16803,25-34,college/grad student
5084,M,18,4,10013,18-24,college/grad student
5085,M,56,17,75225,56+,technician/engineer
5086,M,25,1,23462,25-34,academic/educator
5087,F,25,6,19102,25-34,doctor/health care
5088,M,25,17,38111,25-34,technician/engineer
5089,F,35,16,77027,35-44,self-employed
5090,F,35,19,75069,35-44,unemployed
5091,M,25,17,19810,25-34,technician/engineer
5092,M,56,14,18954,56+,sales/marketing
5093,M,50,7,19047,50-55,executive/managerial
5094,M,18,10,67206,18-24,K-12 student
5095,F,35,1,23508,35-44,academic/educator
5096,M,25,11,75206,25-34,lawyer
5097,M,56,16,19131,56+,self-employed
5098,M,50,7,19380,50-55,executive/managerial
5099,M,18,0,2780,18-24,other or not specified
5100,M,50,6,193122042,50-55,doctor/health care
5101,M,25,0,90069,25-34,other or not specified
5102,M,25,12,90240,25-34,programmer
5103,F,35,16,78222,35-44,self-employed
5104,M,35,20,19108,35-44,writer
5105,M,50,7,18977,50-55,executive/managerial
5106,F,35,1,19348,35-44,academic/educator
5107,F,45,0,8081,45-49,other or not specified
5108,F,25,9,93940,25-34,homemaker
5109,F,45,6,19802,45-49,doctor/health care
5110,M,35,15,78250,35-44,scientist
5111,M,35,2,78006,35-44,artist
5112,M,35,13,89128,35-44,retired
5113,M,25,0,55408,25-34,other or not specified
5114,F,1,10,22932,Under 18,K-12 student
5115,M,56,12,2143,56+,programmer
5116,M,35,6,95521,35-44,doctor/health care
5117,F,25,0,70118,25-34,other or not specified
5118,M,1,10,95123,Under 18,K-12 student
5119,F,25,0,10011,25-34,other or not specified
5120,M,50,7,80302,50-55,executive/managerial
5121,M,25,7,91608,25-34,executive/managerial
5122,M,25,0,20009,25-34,other or not specified
5123,M,50,12,34761,50-55,programmer
5124,M,35,2,20818,35-44,artist
5125,M,45,0,10016,45-49,other or not specified
5126,M,25,11,2453,25-34,lawyer
5127,M,45,5,98502,45-49,customer service
5128,M,50,7,94709,50-55,executive/managerial
5129,M,45,17,40515,45-49,technician/engineer
5130,F,50,1,33149,50-55,academic/educator
5131,F,25,1,77707,25-34,academic/educator
5132,M,35,7,77565,35-44,executive/managerial
5133,M,18,11,10028,18-24,lawyer
5134,M,25,17,95014,25-34,technician/engineer
5135,M,35,7,64055,35-44,executive/managerial
5136,M,25,12,91106,25-34,programmer
5137,M,18,18,65265,18-24,tradesman/craftsman
5138,M,25,17,35205,25-34,technician/engineer
5139,M,50,16,12866,50-55,self-employed
5140,M,25,6,35205,25-34,doctor/health care
5141,M,18,17,55423,18-24,technician/engineer
5142,M,25,1,92101,25-34,academic/educator
5143,M,18,4,44502,18-24,college/grad student
5144,F,50,0,66762,50-55,other or not specified
5145,M,35,7,77565-2332,35-44,executive/managerial
5146,M,56,1,4240,56+,academic/educator
5147,M,18,0,48314,18-24,other or not specified
5148,M,25,20,98101,25-34,writer
5149,M,35,1,10012,35-44,academic/educator
5150,M,25,3,98034,25-34,clerical/admin
5151,M,18,19,30662,18-24,unemployed
5152,F,25,4,44406,25-34,college/grad student
5153,M,25,7,60046,25-34,executive/managerial
5154,M,25,16,20007,25-34,self-employed
5155,M,25,16,33301,25-34,self-employed
5156,M,18,14,10024,18-24,sales/marketing
5157,M,35,1,74012,35-44,academic/educator
5158,F,18,4,44509,18-24,college/grad student
5159,M,35,7,37027,35-44,executive/managerial
5160,F,18,4,90066,18-24,college/grad student
5161,M,25,4,30052,25-34,college/grad student
5162,M,25,17,94043,25-34,technician/engineer
5163,M,45,6,53216,45-49,doctor/health care
5164,F,35,17,91107,35-44,technician/engineer
5165,M,35,6,91103,35-44,doctor/health care
5166,M,50,6,42420,50-55,doctor/health care
5167,M,18,15,6114,18-24,scientist
5168,M,35,7,1720,35-44,executive/managerial
5169,F,50,4,53562,50-55,college/grad student
5170,M,18,4,63141,18-24,college/grad student
5171,M,56,17,92009,56+,technician/engineer
5172,F,35,11,5602,35-44,lawyer
5173,M,1,10,60423,Under 18,K-12 student
5174,M,45,1,45208,45-49,academic/educator
5175,F,35,9,33445,35-44,homemaker
5176,M,1,10,60423,Under 18,K-12 student
5177,M,45,14,30005,45-49,sales/marketing
5178,M,50,0,45420,50-55,other or not specified
5179,M,25,12,94110,25-34,programmer
5180,M,35,11,85044,35-44,lawyer
5181,M,25,7,19003,25-34,executive/managerial
5182,F,35,7,55441,35-44,executive/managerial
5183,F,18,20,45202,18-24,writer
5184,M,18,20,67212,18-24,writer
5185,F,35,4,44485,35-44,college/grad student
5186,M,35,12,96555,35-44,programmer
5187,M,18,16,6510,18-24,self-employed
5188,F,35,9,44406,35-44,homemaker
5189,F,45,7,80304,45-49,executive/managerial
5190,F,35,0,85024,35-44,other or not specified
5191,F,25,4,55455,25-34,college/grad student
5192,M,25,7,80303,25-34,executive/managerial
5193,M,35,12,14619,35-44,programmer
5194,M,25,7,55409,25-34,executive/managerial
5195,M,35,7,80304,35-44,executive/managerial
5196,M,56,7,20814,56+,executive/managerial
5197,F,56,3,75001,56+,clerical/admin
5198,F,18,4,55118,18-24,college/grad student
5199,F,25,1,35243,25-34,academic/educator
5200,F,35,15,43065,35-44,scientist
5201,M,50,7,95376,50-55,executive/managerial
5202,M,18,4,2871,18-24,college/grad student
5203,F,45,6,1545,45-49,doctor/health care
5204,M,50,13,56342,50-55,retired
5205,M,25,1,2908,25-34,academic/educator
5206,M,35,7,91302,35-44,executive/managerial
5207,M,25,0,98102,25-34,other or not specified
5208,M,25,4,55455,25-34,college/grad student
5209,M,50,1,46077,50-55,academic/educator
5210,F,35,17,60618,35-44,technician/engineer
5211,M,25,1,40214,25-34,academic/educator
5212,M,18,2,90025,18-24,artist
5213,M,18,0,31211,18-24,other or not specified
5214,F,35,9,7452,35-44,homemaker
5215,F,56,6,91941,56+,doctor/health care
5216,M,18,2,81291,18-24,artist
5217,M,25,17,1060,25-34,technician/engineer
5218,M,18,0,89129,18-24,other or not specified
5219,M,18,4,94706,18-24,college/grad student
5220,M,25,7,91436,25-34,executive/managerial
5221,F,56,1,96734,56+,academic/educator
5222,M,25,12,94501,25-34,programmer
5223,M,56,10,11361,56+,K-12 student
5224,M,35,1,10016,35-44,academic/educator
5225,M,18,4,55120,18-24,college/grad student
5226,M,35,0,98122,35-44,other or not specified
5227,M,18,10,64050,18-24,K-12 student
5228,M,1,0,75070,Under 18,other or not specified
5229,M,25,0,60173,25-34,other or not specified
5230,M,25,12,91104,25-34,programmer
5231,M,35,7,92506,35-44,executive/managerial
5232,M,25,4,14607,25-34,college/grad student
5233,M,25,5,97213,25-34,customer service
5234,F,25,0,60657,25-34,other or not specified
5235,M,25,4,14607,25-34,college/grad student
5236,M,25,14,46268,25-34,sales/marketing
5237,M,25,7,55441,25-34,executive/managerial
5238,F,50,16,7462,50-55,self-employed
5239,M,35,7,7043,35-44,executive/managerial
5240,F,25,0,94104,25-34,other or not specified
5241,F,25,4,2138,25-34,college/grad student
5242,M,25,1,14608,25-34,academic/educator
5243,M,1,10,54220,Under 18,K-12 student
5244,M,18,4,1095,18-24,college/grad student
5245,F,45,1,27615,45-49,academic/educator
5246,F,18,0,64030,18-24,other or not specified
5247,F,1,10,1915,Under 18,K-12 student
5248,F,45,14,22206,45-49,sales/marketing
5249,F,45,14,75006,45-49,sales/marketing
5250,M,50,6,1545,50-55,doctor/health care
5251,F,25,17,97330,25-34,technician/engineer
5252,M,25,20,60622,25-34,writer
5253,F,56,13,2838,56+,retired
5254,M,18,4,32606,18-24,college/grad student
5255,M,1,10,55305,Under 18,K-12 student
5256,M,25,16,30269,25-34,self-employed
5257,F,25,2,10019,25-34,artist
5258,M,35,4,58369,35-44,college/grad student
5259,M,25,6,94404,25-34,doctor/health care
5260,M,35,7,78705,35-44,executive/managerial
5261,M,35,12,10025,35-44,programmer
5262,F,25,14,46220,25-34,sales/marketing
5263,M,35,7,40601,35-44,executive/managerial
5264,M,18,4,15217,18-24,college/grad student
5265,M,45,1,97405,45-49,academic/educator
5266,M,35,1,42718,35-44,academic/educator
5267,M,35,7,20191,35-44,executive/managerial
5268,F,25,2,68502,25-34,artist
5269,M,18,0,37211,18-24,other or not specified
5270,M,25,12,87571,25-34,programmer
5271,F,25,0,94110,25-34,other or not specified
5272,M,25,7,90210,25-34,executive/managerial
5273,M,56,20,91030,56+,writer
5274,M,25,0,60611,25-34,other or not specified
5275,M,25,17,60611,25-34,technician/engineer
5276,F,25,4,91740,25-34,college/grad student
5277,M,25,20,91740,25-34,writer
5278,F,25,7,55122,25-34,executive/managerial
5279,F,25,14,55418,25-34,sales/marketing
5280,M,18,4,12604,18-24,college/grad student
5281,M,25,2,90210,25-34,artist
5282,F,18,4,63146,18-24,college/grad student
5283,M,18,2,63138,18-24,artist
5284,M,25,16,55426,25-34,self-employed
5285,M,18,4,55410,18-24,college/grad student
5286,M,45,16,97068,45-49,self-employed
5287,M,25,8,85203,25-34,farmer
5288,M,56,13,94114,56+,retired
5289,M,45,2,94102,45-49,artist
5290,F,18,4,60613,18-24,college/grad student
5291,M,45,1,44406,45-49,academic/educator
5292,M,25,0,97401,25-34,other or not specified
5293,M,25,12,95030,25-34,programmer
5294,M,25,2,60626,25-34,artist
5295,M,35,7,55124,35-44,executive/managerial
5296,F,1,0,27245,Under 18,other or not specified
5297,M,25,12,19067,25-34,programmer
5298,M,35,17,55126,35-44,technician/engineer
5299,M,25,2,43202,25-34,artist
5300,M,25,20,94111,25-34,writer
5301,M,25,17,693,25-34,technician/engineer
5302,F,1,10,2332,Under 18,K-12 student
5303,F,56,6,45504,56+,doctor/health care
5304,F,35,9,55410,35-44,homemaker
5305,F,18,4,95602,18-24,college/grad student
5306,F,25,17,92121,25-34,technician/engineer
5307,M,25,5,85281,25-34,customer service
5308,M,56,7,27410,56+,executive/managerial
5309,M,25,0,2478,25-34,other or not specified
5310,F,56,1,60605,56+,academic/educator
5311,M,50,0,62025-8000,50-55,other or not specified
5312,M,25,1,10463,25-34,academic/educator
5313,M,56,0,55406,56+,other or not specified
5314,F,25,0,94107,25-34,other or not specified
5315,M,25,12,22903,25-34,programmer
5316,M,18,4,55104,18-24,college/grad student
5317,F,25,0,2138,25-34,other or not specified
5318,M,18,17,98122,18-24,technician/engineer
5319,M,18,17,94941,18-24,technician/engineer
5320,F,18,5,43201,18-24,customer service
5321,M,25,4,2457,25-34,college/grad student
5322,M,35,17,97330,35-44,technician/engineer
5323,M,25,20,94122,25-34,writer
5324,M,25,7,2150,25-34,executive/managerial
5325,F,50,7,86001,50-55,executive/managerial
5326,M,25,2,55408,25-34,artist
5327,M,25,7,55408,25-34,executive/managerial
5328,F,25,4,91740,25-34,college/grad student
5329,F,25,5,91773,25-34,customer service
5330,F,25,0,19143,25-34,other or not specified
5331,M,35,14,6880,35-44,sales/marketing
5332,M,18,4,30332,18-24,college/grad student
5333,F,25,7,2332,25-34,executive/managerial
5334,F,56,13,46140,56+,retired
5335,M,25,14,75093,25-34,sales/marketing
5336,M,56,7,75041,56+,executive/managerial
5337,F,35,3,02725-1010,35-44,clerical/admin
5338,M,25,17,27609,25-34,technician/engineer
5339,M,18,17,60193,18-24,technician/engineer
5340,F,50,3,95032,50-55,clerical/admin
5341,F,25,3,85018,25-34,clerical/admin
5342,F,35,7,22039,35-44,executive/managerial
5343,F,25,9,60201,25-34,homemaker
5344,F,50,1,98177,50-55,academic/educator
5345,F,25,17,80003,25-34,technician/engineer
5346,F,25,3,97330,25-34,clerical/admin
5347,M,25,6,53705,25-34,doctor/health care
5348,M,18,5,55414,18-24,customer service
5349,F,50,2,97424,50-55,artist
5350,M,18,5,55344,18-24,customer service
5351,F,45,1,85259,45-49,academic/educator
5352,F,35,5,55306,35-44,customer service
5353,M,25,6,77030,25-34,doctor/health care
5354,F,45,3,78759,45-49,clerical/admin
5355,M,56,0,78232,56+,other or not specified
5356,M,45,0,78703,45-49,other or not specified
5357,F,18,20,60123,18-24,writer
5358,M,35,7,10625,35-44,executive/managerial
5359,M,18,16,27705,18-24,self-employed
5360,M,18,12,43650,18-24,programmer
5361,F,50,16,92026,50-55,self-employed
5362,M,35,13,63130,35-44,retired
5363,M,56,13,30673,56+,retired
5364,F,25,3,55408,25-34,clerical/admin
5365,M,18,12,90250,18-24,programmer
5366,M,18,12,90045,18-24,programmer
5367,M,18,4,55344,18-24,college/grad student
5368,F,25,17,20120,25-34,technician/engineer
5369,M,25,15,2139,25-34,scientist
5370,M,25,12,98074,25-34,programmer
5371,M,25,11,55408,25-34,lawyer
5372,M,25,4,10549,25-34,college/grad student
5373,M,18,12,55112,18-24,programmer
5374,M,35,7,38018,35-44,executive/managerial
5375,M,25,0,2131,25-34,other or not specified
5376,M,25,17,94538,25-34,technician/engineer
5377,F,18,3,10017,18-24,clerical/admin
5378,M,35,18,10463,35-44,tradesman/craftsman
5379,M,25,7,84095,25-34,executive/managerial
5380,M,18,4,1125,18-24,college/grad student
5381,M,25,14,10009,25-34,sales/marketing
5382,M,18,4,7461,18-24,college/grad student
5383,M,35,1,55430,35-44,academic/educator
5384,F,25,3,94117,25-34,clerical/admin
5385,M,25,12,85226,25-34,programmer
5386,M,25,14,60045,25-34,sales/marketing
5387,F,25,1,45056,25-34,academic/educator
5388,F,18,4,10580,18-24,college/grad student
5389,M,45,7,1905,45-49,executive/managerial
5390,M,1,0,78130,Under 18,other or not specified
5391,M,25,7,10016,25-34,executive/managerial
5392,M,50,1,98112,50-55,academic/educator
5393,M,35,7,10471,35-44,executive/managerial
5394,M,18,0,60618,18-24,other or not specified
5395,M,50,1,13224,50-55,academic/educator
5396,M,25,6,89118,25-34,doctor/health care
5397,M,18,0,60451,18-24,other or not specified
5398,M,56,17,71301,56+,technician/engineer
5399,M,25,1,12553,25-34,academic/educator
5400,F,18,4,30010,18-24,college/grad student
5401,F,18,1,20003,18-24,academic/educator
5402,F,25,0,30102,25-34,other or not specified
5403,M,1,10,59801,Under 18,K-12 student
5404,M,25,0,30068,25-34,other or not specified
5405,F,50,7,12866,50-55,executive/managerial
5406,F,35,0,49504,35-44,other or not specified
5407,F,35,17,30096,35-44,technician/engineer
5408,M,25,20,11230-1710,25-34,writer
5409,M,45,1,60091,45-49,academic/educator
5410,F,45,2,21212,45-49,artist
5411,F,1,19,14850,Under 18,unemployed
5412,M,25,12,97330,25-34,programmer
5413,M,35,1,59801,35-44,academic/educator
5414,M,1,10,7652,Under 18,K-12 student
5415,F,25,7,3862,25-34,executive/managerial
5416,F,25,5,1801,25-34,customer service
5417,M,18,17,19030,18-24,technician/engineer
5418,F,25,0,53589,25-34,other or not specified
5419,F,18,12,5055,18-24,programmer
5420,F,1,19,14850,Under 18,unemployed
5421,M,35,17,22030,35-44,technician/engineer
5422,M,50,7,94114,50-55,executive/managerial
5423,F,50,5,60714,50-55,customer service
5424,F,35,2,80012,35-44,artist
5425,M,18,4,53211,18-24,college/grad student
5426,M,25,14,95821,25-34,sales/marketing
5427,M,35,19,11201,35-44,unemployed
5428,F,25,6,28412,25-34,doctor/health care
5429,F,25,1,2460,25-34,academic/educator
5430,F,45,1,26505,45-49,academic/educator
5431,M,56,1,19026,56+,academic/educator
5432,M,56,13,1742,56+,retired
5433,F,35,17,45014,35-44,technician/engineer
5434,F,25,7,60618,25-34,executive/managerial
5435,M,45,18,2557,45-49,tradesman/craftsman
5436,M,18,4,90024,18-24,college/grad student
5437,M,25,11,55426,25-34,lawyer
5438,M,25,14,60048,25-34,sales/marketing
5439,M,56,13,19119,56+,retired
5440,F,45,2,37923,45-49,artist
5441,M,50,7,95762,50-55,executive/managerial
5442,M,25,7,63110,25-34,executive/managerial
5443,M,25,12,1915,25-34,programmer
5444,F,18,4,55449,18-24,college/grad student
5445,M,25,0,43223,25-34,other or not specified
5446,F,50,1,65203,50-55,academic/educator
5447,M,45,2,60626,45-49,artist
5448,M,45,19,60626,45-49,unemployed
5449,M,18,12,1702,18-24,programmer
5450,M,18,12,2143,18-24,programmer
5451,F,25,1,98115,25-34,academic/educator
5452,M,35,6,10011,35-44,doctor/health care
5453,M,18,4,30305,18-24,college/grad student
5454,M,35,7,10001,35-44,executive/managerial
5455,F,18,17,55449,18-24,technician/engineer
5456,M,35,1,32312,35-44,academic/educator
5457,M,18,12,55405,18-24,programmer
5458,F,18,2,98102,18-24,artist
5459,F,1,10,99016,Under 18,K-12 student
5460,M,18,4,2143,18-24,college/grad student
5461,M,50,0,94025,50-55,other or not specified
5462,M,25,17,89103,25-34,technician/engineer
5463,M,35,0,53202,35-44,other or not specified
5464,M,35,7,77079,35-44,executive/managerial
5465,F,25,0,10019,25-34,other or not specified
5466,M,25,12,98033,25-34,programmer
5467,M,35,0,63366,35-44,other or not specified
5468,M,25,12,94618,25-34,programmer
5469,M,35,12,20171,35-44,programmer
5470,M,56,7,20003-2712,56+,executive/managerial
5471,M,18,7,10016,18-24,executive/managerial
5472,M,35,1,27909,35-44,academic/educator
5473,M,25,1,20120-6354,25-34,academic/educator
5474,M,25,12,20009,25-34,programmer
5475,M,25,4,94110,25-34,college/grad student
5476,F,35,0,20037,35-44,other or not specified
5477,M,35,1,55343,35-44,academic/educator
5478,M,35,7,2766,35-44,executive/managerial
5479,M,35,1,50014,35-44,academic/educator
5480,F,25,14,7030,25-34,sales/marketing
5481,M,45,12,55449,45-49,programmer
5482,M,18,7,10014,18-24,executive/managerial
5483,F,25,6,15202,25-34,doctor/health care
5484,M,45,17,21742,45-49,technician/engineer
5485,M,25,4,8544,25-34,college/grad student
5486,M,25,0,17821,25-34,other or not specified
5487,M,25,17,95136,25-34,technician/engineer
5488,M,25,15,91125,25-34,scientist
5489,M,18,7,94104,18-24,executive/managerial
5490,M,45,17,80907,45-49,technician/engineer
5491,M,18,7,10016,18-24,executive/managerial
5492,M,18,4,55104,18-24,college/grad student
5493,M,35,12,96797,35-44,programmer
5494,F,35,17,94306,35-44,technician/engineer
5495,F,18,4,95076,18-24,college/grad student
5496,M,25,7,90069,25-34,executive/managerial
5497,M,25,4,60201,25-34,college/grad student
5498,F,50,1,62901,50-55,academic/educator
5499,F,25,19,60201,25-34,unemployed
5500,F,35,20,14850,35-44,writer
5501,M,25,2,33334,25-34,artist
5502,M,25,2,66044,25-34,artist
5503,F,25,9,55409,25-34,homemaker
5504,M,45,7,85287-2702,45-49,executive/managerial
5505,F,25,4,2141,25-34,college/grad student
5506,F,18,14,60610,18-24,sales/marketing
5507,M,45,7,44325,45-49,executive/managerial
5508,M,25,20,94519,25-34,writer
5509,M,25,0,11215,25-34,other or not specified
5510,M,18,4,191004,18-24,college/grad student
5511,M,45,1,92407,45-49,academic/educator
5512,F,25,17,1701,25-34,technician/engineer
5513,M,35,1,91768,35-44,academic/educator
5514,F,1,10,76501,Under 18,K-12 student
5515,M,18,4,16101,18-24,college/grad student
5516,F,50,16,98257,50-55,self-employed
5517,M,56,0,80210,56+,other or not specified
5518,M,50,17,78666,50-55,technician/engineer
5519,M,35,15,33167,35-44,scientist
5520,M,45,1,18901,45-49,academic/educator
5521,F,25,6,2118,25-34,doctor/health care
5522,M,25,14,2460,25-34,sales/marketing
5523,M,35,0,60187,35-44,other or not specified
5524,F,1,10,26505,Under 18,K-12 student
5525,F,1,10,55311,Under 18,K-12 student
5526,F,35,2,27514,35-44,artist
5527,M,25,1,70803,25-34,academic/educator
5528,M,50,1,45840,50-55,academic/educator
5529,M,18,6,5273,18-24,doctor/health care
5530,F,18,4,63141,18-24,college/grad student
5531,M,50,17,9056,50-55,technician/engineer
5532,M,25,17,27408,25-34,technician/engineer
5533,F,50,2,10025,50-55,artist
5534,M,45,16,30102,45-49,self-employed
5535,M,25,15,94538,25-34,scientist
5536,M,25,16,67204,25-34,self-employed
5537,F,56,1,10543,56+,academic/educator
5538,M,45,12,55102,45-49,programmer
5539,F,25,20,91403,25-34,writer
5540,M,35,1,19149,35-44,academic/educator
5541,M,56,7,93924,56+,executive/managerial
5542,M,45,7,11576,45-49,executive/managerial
5543,M,25,17,97401,25-34,technician/engineer
5544,M,25,15,8876,25-34,scientist
5545,F,35,16,98072,35-44,self-employed
5546,M,18,14,26301,18-24,sales/marketing
5547,F,18,4,10025,18-24,college/grad student
5548,F,18,4,2138,18-24,college/grad student
5549,F,50,9,76034,50-55,homemaker
5550,M,35,15,48187,35-44,scientist
5551,F,35,20,98103,35-44,writer
5552,M,50,7,23233,50-55,executive/managerial
5553,M,35,3,29425,35-44,clerical/admin
5554,M,25,1,92116,25-34,academic/educator
5555,M,1,10,37830,Under 18,K-12 student
5556,M,45,6,92103,45-49,doctor/health care
5557,M,35,14,33701,35-44,sales/marketing
